|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|numexpress|rdeco|count_word_text|count_word_sent
1656|и|и|и|PRCL|1597|89|31|BADW|||104|2.0
1657|один|один|один|ADJF|1598|89|32||||5|2.0
1658|под|под|под|PREP|1599|89|33|BADW|||17|1.0
1659|фальшборт|фальшборт|фальшборт|NOUN|1600|89|34||||7|2.0
1660|.|.|.|PNCT|1601|89|35|PNCT|||156|1.0
1661|фальшборт|фальшборт|Фальшборт|NOUN|1602|90|1||||7|1.0
1662|понизил|понизим|понизим|VERB|1603|90|2||||1|1.0
1663|на|на|на|PRCL|1604|90|3|BADW|||65|1.0
1664|15%|15%|15%|NUSR|1605|90|4|NUSR|||4|1.0
1665|по|по|по|PREP|1606|90|5|BADW|||39|2.0
1666|масса|массе|массе|NOUN|1607|90|6||||12|1.0
1667|,|,|,|PNCT|1608|90|7|PNCT|||239|1.0
1668|аналогично|аналогично|аналогично|ADVB|1609|90|8|BADW|||2|1.0
1669|по|по|по|PREP|1610|90|9|BADW|||39|2.0
1670|броневанне|броневанне|броневанне|UNKN|1611|90|10|UNKN|||1|1.0
1671|.|.|.|PNCT|1612|90|11|PNCT|||156|1.0
1672|итого|итого|Итого|ADVB|1613|91|1|BADW|||2|1.0
1673|квадрат|квадрат|квадрат|NOUN|1614|91|2||||7|1.0
1674|антиптурина-650кг|антиптурина-650кг|антиптурина-650кг|DSNL|1615|91|3|DSNL|||1|1.0
1675|.|.|.|PNCT|1616|91|4|PNCT|||156|1.0
1676|как|как|Как|ADVB|1617|92|1|BADW|||19|1.0
1677|раз|раз|раз|CONJ|1618|92|2|BADW|||12|1.0
1678|вполне|вполне|вполне|ADVB|1619|92|3|BADW|||2|1.0
1679|себе|себе|себе|PRCL|1620|92|4|BADW|||2|1.0
1680|50+900|50+900|50+900|NUSR|1621|92|5|NUSR|||5|1.0
1681|а|а|а|CONJ|1622|92|6|BADW|||36|1.0
1682|снизу|снизу|снизу|PREP|1623|92|7|BADW|||4|1.0
1683|ещё|ещё|ещё|ADVB|1624|92|8|BADW|||17|1.0
1684|40|40|40|NUMB|1625|92|9|NUMB|||8|1.0
1685|,|,|,|PNCT|1626|92|10|PNCT|||239|2.0
1686|под|под|под|PREP|1627|92|11|BADW|||17|1.0
1687|угол|углом|углом|NOUN|1628|92|12||||4|1.0
1688|80|80|80|NUMB|1629|92|13|NUMB|||2|1.0
1689|,|,|,|PNCT|1630|92|14|PNCT|||239|2.0
1690|да|да|да|INTJ|1631|92|15|BADW|||8|1.0
1691|контакт|контакт|Контакт|NOUN|1632|92|16|TITL|||4|1.0
1692|не|не|не|PRCL|1633|92|17||||39|1.0
1693|всегда|всегда|всегда|ADVB|1634|92|18|BADW|||2|1.0
1694|дал|даст|даст|VERB|1635|92|19||||1|1.0
1695|все|все|все|PRCL|1636|92|20|BADW|||3|1.0
1696|450к|450 каждый|450 каждый|NUSR|1637|92|21|NUSR|61||1|1.0
1697|450|450|450|NUMB|1637|92|21|NUMB|||1|1.0
1698|каждый|каждый|каждый|ADJF|1638|92|22||||5|1.0
1699|но|но|но|INTJ|1639|92|23|BADW|||13|1.0
1700|.|.|.|PNCT|1640|92|24|PNCT|||156|1.0
1701|реликт|реликт|Реликт|NOUN|1641|93|1||||9|2.0
1702|не|не|не|PRCL|1642|93|2||||39|2.0
1703|намного|намного|намного|ADVB|1643|93|3|BADW|||3|1.0
1704|массивнее|массивнее|массивнее|COMP|1644|93|4||||1|1.0
1705|,|,|,|PNCT|1645|93|5|PNCT|||239|1.0
1706|тело|тело|тело|NOUN|1646|93|6||||2|1.0
1707|корпус|корпуса|корпуса|NOUN|1647|93|7||||20|1.0
1708|контакт|контакт|Контакт|NOUN|1648|93|8|TITL|||4|1.0
1709|с|с|с|NOUN|1649|93|9|BADW|||27|1.0
1710|бортик|бортиками|бортиками|NOUN|1650|93|10||||1|1.0
1711|выходил|выходит|выходит|VERB|1651|93|11||||2|1.0
1712|чуть|чуть|чуть|CONJ|1652|93|12|BADW|||1|1.0
1713|ли|ли|ли|PRCL|1653|93|13|BADW|||1|1.0
1714|не|не|не|PRCL|1654|93|14||||39|2.0
1715|толще|толще|толще|COMP|1655|93|15||||1|1.0
1716|и|и|и|PRCL|1656|93|16|BADW|||104|1.0
1717|больший|большей|большей|ADJF|1657|93|17||||2|1.0
1718|площадь|площади|площади|NOUN|1658|93|18||||1|1.0
1719|чем|чем|чем|CONJ|1659|93|19|BADW|||11|1.0
1721|2|2|2|NUMB|1660|93|20|NUMB|||15|1.0
1720|2п|2 плоскости|2 плоскости|NUSR|1660|93|20|NUSR|62||2|1.0
1722|плоскость|плоскости|плоскости|NOUN|1661|93|21||||2|1.0
1723|реликт|реликт|Реликт|NOUN|1662|93|22|TITL|||9|2.0
1724|.|.|.|PNCT|1663|93|23|PNCT|||156|1.0
1725|кр|кстати реликт|Кстати Реликт|NAME|1664|94|1|NAME|63||1|1.0
1726|кстати|кстати|Кстати|CONJ|1664|94|1|BADW|||2|1.0
1727|реликт|реликт|Реликт|NOUN|1665|94|2|TITL|||9|1.0
1728|пишу|пишут|пишут|VERB|1666|94|3||||4|1.0
1730|в|в|в|NOUN|1667|94|4|BADW|||85|3.0
1729|2р|в 2 раза|в 2 раза|NUSR|1667|94|4|NUSR|64||1|1.0
1731|2|2|2|NUMB|1668|94|5|NUMB|||15|1.0
1732|раз|раза|раза|NOUN|1669|94|6||||12|1.0
1733|эффективнее|эффективнее|эффективнее|COMP|1670|94|7||||2|1.0
1734|и|и|и|PRCL|1671|94|8|BADW|||104|1.0
1735|кушаю|кушает|кушает|VERB|1672|94|9||||1|1.0
1737|по|по|по|PREP|1673|94|10|BADW|||39|1.0
1736|90%|по 90%|по 90%|NUSR|1673|94|10|NUSR|65||2|2.0
1738|90%|90%|90%|NUSR|1674|94|11|NUSR|||2|2.0
1739|от|от|от|PREP|1675|94|12|BADW|||18|1.0
1740|сила|силы|силы|NOUN|1676|94|13||||1|1.0
1741|кс|кс|КС|ABVR|1677|94|14|SPEC|||1|1.0
1742|заодно|заодно|заодно|ADVB|1678|94|15|BADW|||1|1.0
1743|там|там|там|ADVB|1679|94|16|BADW|||17|1.0
1744|сложно|сложно|сложно|ADVB|1680|94|17|BADW|||1|1.0
1745|очень|очень|очень|ADVB|1681|94|18|BADW|||4|1.0
1746|попасть|попасть|попасть|INFN|1682|94|19||||1|1.0
1747|не|не|не|PRCL|1683|94|20||||39|1.0
1748|в|в|в|NOUN|1684|94|21|BADW|||85|3.0
1749|пластина|пластину|пластину|NOUN|1685|94|22||||2|1.0
1750|,|,|,|PNCT|1686|94|23|PNCT|||239|1.0
1751|попадание|попадание|попадание|NOUN|1687|94|24||||1|1.0
1752|в|в|в|NOUN|1688|94|25|BADW|||85|3.0
1753|край|край|край|NOUN|1689|94|26||||3|1.0
1754|так|так|так|ADVB|1690|94|27|BADW|||9|1.0
1755|же|же|же|PRCL|1691|94|28|BADW|||11|1.0
1756|слабо|слабо|слабо|ADVB|1692|94|29|BADW|||1|1.0
1757|влияю|влияет|влияет|VERB|1693|94|30||||1|1.0
1758|.|.|.|PNCT|1694|94|31|PNCT|||156|1.0
1759|реликт|реликт|Реликт|NOUN|1695|95|1||||9|1.0
1760|летающий|летающий|летающий|PRTF|1696|95|2||||2|1.0
1761|и|и|и|PRCL|1697|95|3|BADW|||104|1.0
1762|потом|потом|потом|ADVB|1698|95|4|BADW|||1|1.0
1763|срабатывающий|срабатывающий|срабатывающий|PRTF|1699|95|5||||1|1.0
1764|на|на|на|PRCL|1700|95|6|BADW|||65|1.0
1765|разрыв|разрыв|разрыв|NOUN|1701|95|7||||2|1.0
1766|себя|себя|себя|NPRO|1702|95|8|BADW|||2|1.0
1767|.|.|.|PNCT|1703|95|9|PNCT|||156|1.0
1768|а|а|А|CONJ|1704|96|1|BADW|||36|1.0
1769|он|его|его|NPRO|1705|96|2|BADW|||6|1.0
1770|тут|тут|тут|ADVB|1706|96|3|BADW|||9|1.0
1771|можно|можно|можно|PRED|1707|96|4|BADW|||24|1.0
1772|применить|применить|применить|INFN|1708|96|5||||3|1.0
1773|именно|именно|именно|PRCL|1709|96|6|BADW|||1|1.0
1774|так|так|так|ADVB|1710|96|7|BADW|||9|1.0
1775|,|,|,|PNCT|1711|96|8|PNCT|||239|1.0
1776|есть|есть|есть|VERB|1712|96|9|BADW|||34|1.0
1777|габарит|габариты|габариты|NOUN|1713|96|10||||4|1.0
1778|для|для|для|PREP|1714|96|11|BADW|||5|1.0
1779|полёт|полётов|полётов|NOUN|1715|96|12||||1|1.0
1780|пластина|пластин|пластин|NOUN|1716|96|13||||2|1.0
1781|.|.|.|PNCT|1717|96|14|PNCT|||156|1.0
1782|броневанна|броневанна|Броневанна|UNKN|1718|97|1|UNKN|||6|1.0
1783|так|так|так|ADVB|1719|97|2|BADW|||9|1.0
1784|же|же|же|PRCL|1720|97|3|BADW|||11|1.0
1785|легчаю|легчает|легчает|VERB|1721|97|4||||1|1.0
1786|,|,|,|PNCT|1722|97|5|PNCT|||239|1.0
1787|а|а|а|CONJ|1723|97|6|BADW|||36|1.0
1788|пусть|пусть|пусть|PRCL|1724|97|7|BADW|||5|1.0
1789|сразу|сразу|сразу|ADVB|1725|97|8|BADW|||2|1.0
1790|на|на|на|PRCL|1726|97|9|BADW|||65|1.0
1792|15%|15%|15%|NUSR|1727|97|10|NUSR|||4|1.0
1791|15%-2,1т|15% и вот 2,1 тонна|15% и вот 2,1 тонна|NUSR|1727|97|10|NUSR|66||1|1.0
1793|и|и|и|PRCL|1728|97|11|BADW|||104|1.0
1794|вот|вот|вот|PRCL|1729|97|12|BADW|||8|1.0
1795|2,1|2,1|2,1|NUSR|1730|97|13|NUSR|||1|1.0
1796|тонна|тонна|тонна|NOUN|1731|97|14||||18|1.0
1797|вернулся|вернулась|вернулась|VERB|1732|97|15||||1|1.0
1798|.|.|.|PNCT|1733|97|16|PNCT|||156|1.0
1799|итого|итого|Итого|ADVB|1734|98|1|BADW|||2|1.0
1800|броневанна|броневанна|броневанна|UNKN|1735|98|2|UNKN|||6|1.0
1801|40м|40 мм|40 мм|NUSR|1736|98|3|NUSR|67||3|1.0
1802|40|40|40|NUMB|1736|98|3|NUMB|||8|1.0
1803|мм|мм|мм|INTJ|1737|98|4|BADW|||12|1.0
1804|,|,|,|PNCT|1738|98|5|PNCT|||239|1.0
1805|масса|массой|массой|NOUN|1739|98|6||||12|1.0
1806|11,9т|11,9т|11,9т|NUSR|1740|98|7|NUSR|||1|1.0
1807|.|.|.|PNCT|1741|98|8|PNCT|||156|1.0
1808|остался|осталось|Осталось|VERB|1742|99|1||||4|1.0
1809|21,821т|21,821т|21,821т|NUSR|1743|99|2|NUSR|||1|1.0
1810|броня|брони|брони|NOUN|1744|99|3|SPEC|||28|1.0
1811|.|.|.|PNCT|1745|99|4|PNCT|||156|1.0
1812|покрой|покроем|Покроем|NOUN|1746|100|1||||1|1.0
1813|антиптурином|антиптурином|антиптурином|UNKN|1747|100|2|UNKN|||1|1.0
1815|от|от|от|PREP|1748|100|3|BADW|||18|1.0
1814|50+900|от 50+900|от 50+900|NUSR|1748|100|3|NUSR|68||5|2.0
1816|50+900|50+900|50+900|NUSR|1749|100|4|NUSR|||5|2.0
1817|влд|влд|ВЛД|UPPR|1750|100|5|UPPR|||4|1.0
1818|и|и|и|PRCL|1751|100|6|BADW|||104|2.0
1819|борт|борта|борта|NOUN|1752|100|7||||11|1.0
1820|обитаемый|обитаемые|обитаемые|ADJF|1753|100|8||||1|1.0
1821|,|,|,|PNCT|1754|100|9|PNCT|||239|5.0
1822|однократно|однократно|однократно|ADVB|1755|100|10|BADW|||1|1.0
1823|дз|дз|ДЗ|ABVR|1756|100|11|SPEC|||12|1.0
1824|по|по|по|PREP|1757|100|12|BADW|||39|1.0
1825|нлд|нлд|НЛД|UPPR|1758|100|13|UPPR|||4|1.0
1826|,|,|,|PNCT|1759|100|14|PNCT|||239|5.0
1827|сверху|сверху|сверху|PREP|1760|100|15|BADW|||4|1.0
1828|отступив|отступив|отступив|GRND|1761|100|16||||1|1.0
1829|повесил|повесим|повесим|VERB|1762|100|17||||1|1.0
1830|лист|лист|лист|NOUN|1763|100|18||||4|1.0
1831|алюминиевый|алюминиевой|алюминиевой|ADJF|1764|100|19||||1|1.0
1832|броня|брони|брони|NOUN|1765|100|20|SPEC|||28|1.0
1833|ну|ну|ну|PRCL|1766|100|21|BADW|||5|1.0
1834|153к|153 кг|153 кг|NUSR|1767|100|22|NUSR|69||1|1.0
1835|153|153|153|NUMB|1767|100|22|NUMB|||1|1.0
1836|кг|кг|кг|NOUN|1768|100|23||||7|1.0
1837|этот|это|это|ADJF|1769|100|24|BADW|||50|2.0
1839|к|к|к|NOUN|1770|100|25|BADW|||5|1.0
1838|347|к тем 347|к тем 347|NUSR|1770|100|25|NUSR|70||2|2.0
1840|тем|тем|тем|CONJ|1771|100|26|BADW|||3|1.0
1841|347|347|347|NUMB|1772|100|27|NUMB|||2|2.0
1842|,|,|,|PNCT|1773|100|28|PNCT|||239|5.0
1843|и|и|и|PRCL|1774|100|29|BADW|||104|2.0
1844|необитаемый|необитаемые|необитаемые|ADJF|1775|100|30||||1|1.0
1845|контакт1|контакт1|Контакт1|DSNU|1776|100|31|DSNU|||1|1.0
1846|,|,|,|PNCT|1777|100|32|PNCT|||239|5.0
1847|сжав|сжав|сжав|GRND|1778|100|33||||2|1.0
1848|нижний|нижний|нижний|ADJF|1779|100|34||||7|1.0
1849|корпус|корпус|корпус|NOUN|1780|100|35||||20|1.0
1850|,|,|,|PNCT|1781|100|36|PNCT|||239|5.0
1851|этот|это|это|ADJF|1782|100|37|BADW|||50|2.0
1852|запросто|запросто|запросто|ADVB|1783|100|38|BADW|||1|1.0
1853|.|.|.|PNCT|1784|100|39|PNCT|||156|1.0
1854|выходил|выходит|Выходит|VERB|1785|101|1||||2|1.0
1855|антиптурина|антиптурина|антиптурина|UNKN|1786|101|2|UNKN|||1|1.0
1856|квадрат|квадратов|квадратов|NOUN|1787|101|3||||7|1.0
1857|,|,|,|PNCT|1788|101|4|PNCT|||239|6.0
1858|6|6|6|NUMB|1789|101|5|NUMB|||2|1.0
1859|,|,|,|PNCT|1790|101|6|PNCT|||239|6.0
1860|02*2+4,14*0,65т|02*2+4,14*0,65т|02*2+4,14*0,65т|NUSR|1791|101|7|NUSR|||1|1.0
1861|,|,|,|PNCT|1792|101|8|PNCT|||239|6.0
1862|однократный|однократной|однократной|ADJF|1793|101|9||||1|1.0
1863|дз|дз|ДЗ|ABVR|1794|101|10|SPEC|||12|1.0
1864|,|,|,|PNCT|1795|101|11|PNCT|||239|6.0
1865|3|3|3|NUMB|1796|101|12|NUMB|||7|1.0
1866|,|,|,|PNCT|1797|101|13|PNCT|||239|6.0
1867|7*2+1*0,154т|7*2+1*0,154т|7*2+1*0,154т|NUSR|1798|101|14|NUSR|||1|1.0
1868|,|,|,|PNCT|1799|101|15|PNCT|||239|6.0
1869|тот|то|то|ADJF|1800|101|16|BADW|||22|1.0
1870|есть|есть|есть|VERB|1801|101|17|BADW|||34|1.0
1871|10,5т+1,29т|10,5т+1,29т|10,5т+1,29т|NUSR|1802|101|18|NUSR|||1|1.0
1872|.|.|.|PNCT|1803|101|19|PNCT|||156|1.0
1873|остался|осталось|Осталось|VERB|1804|102|1||||4|1.0
1874|21,821-10,5-1,29=10,031|21,821-10,5-1,29=10,031|21,821-10,5-1,29=10,031|MATH|1805|102|2|MATH|||1|1.0
1875|т|т|т|NOUN|1806|102|3|BADW|||8|1.0
1876|,|,|,|PNCT|1807|102|4|PNCT|||239|1.0
1877|весь|вся|вся|ADJF|1808|102|5||||10|1.0
1878|броневанна|броневанна|броневанна|UNKN|1809|102|6|UNKN|||6|1.0
1879|25т|25 тонника|25 тонника|NUSR|1810|102|7|NUSR|71||7|1.0
1880|25|25|25|NUMB|1810|102|7|NUMB|||2|1.0
1881|тонника|тонника|тонника|UNKN|1811|102|8|UNKN|||1|1.0
1882|на|на|на|PRCL|1812|102|9|BADW|||65|1.0
1884|15|15|15|NUMB|1813|102|10|NUMB|||6|1.0
1883|15т|15 трупов|15 трупов|NUSR|1813|102|10|NUSR|72||2|1.0
1885|труп|трупов|трупов|NOUN|1814|102|11||||4|1.0
1886|есть|была|была|VERB|1815|102|12|BADW|||34|1.0
1887|что|что|что|PRCL|1816|102|13|BADW|||25|1.0
1888|тот|то|то|ADJF|1817|102|14|BADW|||22|1.0
1889|11|11|11|NUMB|1818|102|15|NUMB|||4|1.0
1890|.|.|.|PNCT|1819|102|16|PNCT|||156|1.0
1891|тот|то|То|ADJF|1820|103|1|BADW|||22|1.0
1892|есть|есть|есть|VERB|1821|103|2|BADW|||34|1.0
1893|имею|имеем|имеем|VERB|1822|103|3||||3|1.0
1894|гроб|гроб|гроб|NOUN|1823|103|4||||4|1.0
1895|на|на|на|PRCL|1824|103|5|BADW|||65|1.0
1896|40+50мм|40+50мм|40+50мм|NUSR|1825|103|6|NUSR|||1|1.0
1897|стальной|стальной|стальной|ADJF|1826|103|7||||2|1.0
1898|броня|брони|брони|NOUN|1827|103|8|SPEC|||28|1.0
1899|с|с|с|NOUN|1828|103|9|BADW|||27|1.0
1900|два|двумя|двумя|NUMR|1829|103|10||||3|1.0
1901|слой|слоями|слоями|NOUN|1830|103|11||||2|1.0
1902|дз|дз|ДЗ|ABVR|1831|103|12|SPEC|||12|1.0
1903|дающий|дающими|дающими|PRTF|1832|103|13||||1|1.0
1904|против|против|против|ADVB|1833|103|14|BADW|||7|1.0
1905|50+900|50+900|50+900|NUSR|1834|103|15|NUSR|||5|2.0
1906|защита|защиту|защиту|NOUN|1835|103|16||||5|1.0
1907|гораздо|гораздо|гораздо|ADVB|1836|103|17|BADW|||1|1.0
1908|большой|большую|большую|ADJF|1837|103|18||||3|1.0
1909|чем|чем|чем|CONJ|1838|103|19|BADW|||11|1.0
1910|50+900|50+900|50+900|NUSR|1839|103|20|NUSR|||5|2.0
1911|от|от|от|PREP|1840|103|21|BADW|||18|1.0
1912|тоу2|тоу2|ТОУ2|DSNU|1841|103|22|DSNU|||3|1.0
1913|.|.|.|PNCT|1842|103|23|PNCT|||156|1.0
1914|и|и|И|PRCL|1843|104|1|BADW|||104|1.0
1915|ещё|ещё|ещё|ADVB|1844|104|2|BADW|||17|1.0
1916|10+т|10+т|10+т|NUSR|1845|104|3|NUSR|||1|1.0
1917|броня|брони|брони|NOUN|1846|104|4|SPEC|||28|1.0
1918|.|.|.|PNCT|1847|104|5|PNCT|||156|1.0
1919|а|а|А|CONJ|1848|105|1|BADW|||36|1.0
1920|про|про|про|PREP|1849|105|2|BADW|||4|1.0
1921|пушка|пушки|пушки|NOUN|1850|105|3|SPEC|||7|1.0
1922|в|в|в|NOUN|1851|105|4|BADW|||85|2.0
1923|отдельный|отдельных|отдельных|ADJF|1852|105|5||||3|1.0
1924|башня|башнях|башнях|NOUN|1853|105|6||||2|1.0
1925|и|и|и|PRCL|1854|105|7|BADW|||104|1.0
1926|перископ|перископах|перископах|NOUN|1855|105|8|SPEC|||1|1.0
1927|в|в|в|NOUN|1856|105|9|BADW|||85|2.0
1928|крыша|крышу|крышу|NOUN|1857|105|10||||11|1.0
1929|этот|это|это|ADJF|1858|105|11|BADW|||50|1.0
1930|тут|тут|ТУТ|ADVB|1859|105|12|BADW|||9|1.0
1931|уже|уже|уже|PRCL|1860|105|13|BADW|||6|1.0
1932|было|было|было|PRCL|1861|105|14|BADW|||4|1.0
1933|.|.|.|PNCT|1862|105|15|PNCT|||156|1.0
1934|и|и|И|PRCL|1863|106|1|BADW|||104|1.0
1935|как|как|как|ADVB|1864|106|2|BADW|||19|1.0
1936|там|там|ТАМ|ADVB|1865|106|3|BADW|||17|1.0
1937|трамбовать|трамбовать|трамбовать|INFN|1866|106|4||||1|1.0
1938|толпа|толпу|толпу|NOUN|1867|106|5||||2|1.0
1939|,|,|,|PNCT|1868|106|6|PNCT|||239|1.0
1940|в|в|в|NOUN|1869|106|7|BADW|||85|5.0
1941|бмд|бмд|БМД|ABVR|1870|106|8|SPEC|||2|1.0
1942|на|на|на|PRCL|1871|106|9|BADW|||65|1.0
1943|стадия|стадии|стадии|NOUN|1872|106|10||||1|1.0
1944|объект|объекта|объекта|NOUN|1873|106|11||||1|1.0
1945|делаю|делали|делали|VERB|1874|106|12||||3|1.0
1946|в|в|в|NOUN|1875|106|13|BADW|||85|5.0
1947|обнимка|обнимку|обнимку|NOUN|1876|106|14||||1|1.0
1948|раз|раза|раза|NOUN|1877|106|15||||12|1.0
1950|в|в|в|NOUN|1878|106|16|BADW|||85|5.0
1949|2п|в 2 плотнее|в 2 плотнее|NUSR|1878|106|16|NUSR|73||2|1.0
1951|2|2|2|NUMB|1879|106|17|NUMB|||15|1.0
1952|плотнее|плотнее|плотнее|COMP|1880|106|18||||2|1.0
1953|чем|чем|чем|CONJ|1881|106|19|BADW|||11|1.0
1954|ниже|ниже|ниже|CONJ|1882|106|20|BADW|||3|1.0
1955|в|в|в|NOUN|1883|106|21|BADW|||85|5.0
1956|чертёж|чертеже|чертеже|NOUN|1884|106|22||||2|1.0
1957|в|в|в|NOUN|1885|106|23|BADW|||85|5.0
1958|глава|главе|главе|NOUN|1886|106|24||||3|1.0
1959|подтверждение|подтверждение|Подтверждение|NOUN|1887|106|25|TITL|||3|1.0
1960|.|.|.|PNCT|1888|106|26|PNCT|||156|1.0
1961|у|у|У|INTJ|1889|107|1|BADW|||18|1.0
1962|я|меня|меня|NPRO|1890|107|2|BADW|||6|1.0
1963|даже|даже|даже|PRCL|1891|107|3|BADW|||6|1.0
1964|мто|мто|МТО|ABVR|1892|107|4|SPEC|||9|1.0
1965|более|более|более|ADVB|1893|107|5|BADW|||5|1.0
1966|3,7к|3,7 куба|3,7 куба|NUSR|1894|107|6|NUSR|74||2|1.0
1967|3,7|3,7|3,7|NUSR|1894|107|6|NUSR|||2|1.0
1968|куба|куба|куба|NOUN|1895|107|7|SPEC|||2|1.0
1969|и|и|и|PRCL|1896|107|8|BADW|||104|1.0
1970|ещё|ещё|ещё|ADVB|1897|107|9|BADW|||17|1.0
1971|снизу|снизу|снизу|PREP|1898|107|10|BADW|||4|1.0
1972|семь|семь|семь|NUMR|1899|107|11||||3|1.0
1973|куб|кубов|кубов|NOUN|1900|107|12|SPEC|||5|1.0
1974|.|.|.|PNCT|1901|107|13|PNCT|||156|1.0
1975|теперь|теперь|Теперь|ADVB|1902|108|1|BADW|||2|1.0
1976|смотрю|смотрим|смотрим|VERB|1903|108|2||||1|1.0
1977|масса|массу|массу|NOUN|1904|108|3||||12|2.0
1978|и|и|и|PRCL|1905|108|4|BADW|||104|1.0
1979|проходимость|проходимость|проходимость|NOUN|1906|108|5||||1|1.0
1980|бумеранг|бумеранг|Бумеранг|NOUN|1907|108|6|TITL|||4|1.0
1981|,|,|,|PNCT|1908|108|7|PNCT|||239|2.0
1982|5т|5 тонн|5 тонн|NUSR|1909|108|8|NUSR|75||2|1.0
1983|5|5|5|NUMB|1909|108|8|NUMB|||3|1.0
1984|тонна|тонн|тонн|NOUN|1910|108|9||||18|2.0
1985|на|на|на|PRCL|1911|108|10|BADW|||65|1.0
1986|шина|шину|шину|NOUN|1912|108|11||||16|1.0
1987|,|,|,|PNCT|1913|108|12|PNCT|||239|2.0
1988|34т|34 тонны|34 тонны|NUSR|1914|108|13|NUSR|76||2|1.0
1989|34|34|34|NUMB|1914|108|13|NUMB|||1|1.0
1990|тонна|тонны|тонны|NOUN|1915|108|14||||18|2.0
1991|масса|массы|массы|NOUN|1916|108|15||||12|2.0
1992|40|40|40|ABVR|1917|108|16|ABVR|||8|1.0
1993|.|.|.|PNCT|1918|108|17|PNCT|||156|1.0
1994|дз|дз|ДЗ|ABVR|1919|109|1|SPEC|||12|2.0
1995|там|там|там|ADVB|1920|109|2|BADW|||17|1.0
1996|нет|нет|нет|PRED|1921|109|3||||4|2.0
1997|не|не|не|PRCL|1922|109|4||||39|1.0
1998|потому|потому|потому|ADVB|1923|109|5|BADW|||1|1.0
1999|что|что|что|PRCL|1924|109|6|BADW|||25|1.0
2000|пишу|пишут|пишут|VERB|1925|109|7||||4|1.0
2001|про|про|про|PREP|1926|109|8|BADW|||4|1.0
2002|защита|защиту|защиту|NOUN|1927|109|9||||5|1.0
2003|от|от|от|PREP|1928|109|10|BADW|||18|1.0
2004|рпг|рпг|РПГ|ABVR|1929|109|11|SPEC|||2|1.0
2005|неполный|неполную|неполную|ADJF|1930|109|12||||1|1.0
2006|,|,|,|PNCT|1931|109|13|PNCT|||239|1.0
2007|потмучто|потмучто|потмучто|UNKN|1932|109|14|UNKN|||1|1.0
2008|нет|нет|нет|PRED|1933|109|15||||4|2.0
2009|выход|выходов|выходов|NOUN|1934|109|16||||1|1.0
2010|энергия|энергии|энергии|NOUN|1935|109|17||||1|1.0
2011|взрыв|взрыва|взрыва|NOUN|1936|109|18||||1|1.0
2012|дз|дз|ДЗ|ABVR|1937|109|19|SPEC|||12|2.0
2013|никуда|никуда|никуда|ADVB|1938|109|20|BADW|||1|1.0
2014|.|.|.|PNCT|1939|109|21|PNCT|||156|1.0
2015|искомый|искомая|Искомая|ADJF|1940|110|1||||2|1.0
2016|разница|разница|разница|NOUN|1941|110|2||||1|1.0
2018|2|2|2|NUMB|1942|110|3|NUMB|||15|1.0
2017|2д|2 дз|2 ДЗ|NUSR|1942|110|3|NUSR|77||1|1.0
2019|дз|дз|ДЗ|ABVR|1943|110|4|SPEC|||12|1.0
2020|против|против|против|ADVB|1944|110|5|BADW|||7|1.0
2021|ниодной|ниодной|ниодной|UNKN|1945|110|6|UNKN|||1|1.0
2022|через|через|через|PREP|1946|110|7|BADW|||4|1.0
2023|компоновка|компоновку|компоновку|NOUN|1947|110|8||||1|1.0
2024|толпа|толпы|толпы|NOUN|1948|110|9||||2|1.0
2025|,|,|,|PNCT|1949|110|10|PNCT|||239|2.0
2026|повторился|повторюсь|повторюсь|VERB|1950|110|11||||1|1.0
2027|такой|такая|такая|ADJF|1951|110|12|BADW|||7|1.0
2028|применяеться|применяеться|применяеться|UNKN|1952|110|13|UNKN|||1|1.0
2029|,|,|,|PNCT|1953|110|14|PNCT|||239|2.0
2030|так|так|так|ADVB|1954|110|15|BADW|||9|1.0
2031|хожу|ходят|ходят|VERB|1955|110|16||||2|1.0
2032|в|в|в|NOUN|1956|110|17|BADW|||85|2.0
2033|бмп-3|бмп-3|БМП-3|DSNU|1957|110|18|DSNU|||3|1.0
2034|и|и|и|PRCL|1958|110|19|BADW|||104|1.0
2035|в|в|в|NOUN|1959|110|20|BADW|||85|2.0
2036|бмд|бмд|БМД|ABVR|1960|110|21|SPEC|||2|1.0
2037|проектирую|проектировали|проектировали|VERB|1961|110|22||||1|1.0
2038|ещё|ещё|ещё|ADVB|1962|110|23|BADW|||17|1.0
2039|плотнее|плотнее|плотнее|COMP|1963|110|24||||2|1.0
2040|.|.|.|PNCT|1964|110|25|PNCT|||156|1.0
2041|чёт|чёта|Чёта|NOUN|1965|111|1||||1|1.0
2042|ржу|ржу|ржу|VERB|1966|111|2||||1|1.0
2043|.|.|.|PNCT|1967|111|3|PNCT|||156|1.0
2044|вообще|вообще|Вообще|ADVB|1968|112|1|BADW|||2|1.0
2045|говоря|говоря|говоря|GRND|1969|112|2||||1|1.0
2046|случаюсь|случалось|случалось|VERB|1970|112|3||||1|1.0
2047|беседовать|беседовать|беседовать|INFN|1971|112|4||||1|1.0
2048|с|с|с|NOUN|1972|112|5|BADW|||27|1.0
2049|важный|важным|важным|ADJF|1973|112|6||||1|1.0
2050|человек|человеком|человеком|NOUN|1974|112|7||||2|1.0
