|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|numexpress|rdeco|yotoe|case|plural|gender|animacy|cattimes|transitiv|sectransitiv|aspect|pers|catcomp|catcollat|catmood|catplural|refn|secrefn|f_sent|f_text
585|4 раз|4 раз|4 раз|NUSR|556|35|32|NUSR|6.0||||||||||||||||||1.0|1
586|4|4|4|NUMB|556|35|32|NUMB||6.0|||||||||||||||||1.0|1
587|раз|раз|раз|ADVB|557|35|33|BADW||6.0|||||||||||||||||2.0|4
588|.|.|.|PNCT|558|35|34|PNCT|||||||||||||||||||1.0|103
589|garbage.csv|garbage.csv|garbage.csv|LATN|559|36|1|LATN|||||||||||||||||||1.0|1
590|,|,|,|PNCT|560|36|2|PNCT|||||||||||||||||||1.0|141
592|список слов|список слово|список слов|2GRM|561|36|3|nPNC|44.0||||||||||||||||||1.0|6
591|список|список|список|NOUN|561|36|3|||||nomn|sing|masc|inan||||||||||||1.0|14
593|неидентифицированный|неидентифицированных|неидентифицированных|PRTF|562|36|4|||||gent|plur|||past|tran||perf|||pssv|||||1.0|2
594|слово|слов|слов|NOUN|563|36|5|||||gent|plur|neut|inan||||||||||||1.0|32
595|.|.|.|PNCT|564|36|6|PNCT|||||||||||||||||||1.0|103
596|descr_words.csv|descr_words.csv|descr_words.csv|LATN|565|37|1|LATN|||||||||||||||||||1.0|1
597|,|,|,|PNCT|566|37|2|PNCT|||||||||||||||||||1.0|141
598|описание|описание|описание|NOUN|567|37|3|||||nomn|sing|neut|inan||||||||||||1.0|2
599|статистик|статистика|статистика|NOUN|568|37|4|ABVR||||gent|sing|masc|anim||||||||||||1.0|2
600|к|к|к|NOUN|569|37|5|BADW||||nomn|sing|masc|anim|||||||||Fixd|Abbr||1.0|16
601|список|списку|списку|NOUN|570|37|6|||||datv|sing|masc|inan||||||||||||1.0|14
602|весь|всех|всех|ADJF|571|37|7|||||gent|plur||||||||||||Apro||1.0|3
604|слово текста|слово текст|слов текста|2GRM|572|37|8|nPNC|53.0||||||||||||||||||1.0|5
603|слово|слов|слов|NOUN|572|37|8|||||gent|plur|neut|inan||||||||||||1.0|32
605|текст|текста|текста|NOUN|573|37|9|||||gent|sing|masc|inan||||||||||||1.0|30
606|.|.|.|PNCT|574|37|10|PNCT|||||||||||||||||||1.0|103
607|descr_keys.csv|descr_keys.csv|descr_keys.csv|LATN|575|38|1|LATN|||||||||||||||||||1.0|1
608|,|,|,|PNCT|576|38|2|PNCT|||||||||||||||||||1.0|141
609|описание|описание|описание|NOUN|577|38|3|||||nomn|sing|neut|inan||||||||||||1.0|2
610|статистик|статистика|статистика|NOUN|578|38|4|ABVR||||gent|sing|masc|anim||||||||||||1.0|2
611|к|к|к|NOUN|579|38|5|BADW||||nomn|sing|masc|anim|||||||||Fixd|Abbr||1.0|16
613|ключевой список|список ключевой|списку ключевых|2GRM|580|38|6|nPNC|64.0||||||||||||||||||1.0|4
612|список|списку|списку|NOUN|580|38|6|||||datv|sing|masc|inan||||||||||||1.0|14
615|ключевое слово|ключевой слово|ключевых слов|2GRM|581|38|7|nPNC|49.0||||||||||||||||||1.0|4
614|ключевой|ключевых|ключевых|ADJF|581|38|7|||||gent|plur||||||||||||||1.0|12
617|список слов|слово список|слов список|2GRM|582|38|8|nPNC|45.0||||||||||||||||||1.0|6
616|слово|слов|слов|NOUN|582|38|8|||||gent|plur|neut|inan||||||||||||1.0|32
618|.|.|.|PNCT|583|38|9|PNCT|||||||||||||||||||1.0|103
619|и|и|И|CONJ|584|39|1|BADW|||||||||||||||||||2.0|44
620|reasons_quality.txt|reasons_quality.txt|reasons_quality.txt|LATN|585|39|2|LATN|||||||||||||||||||1.0|1
621|,|,|,|PNCT|586|39|3|PNCT|||||||||||||||||||3.0|141
622|необязательный|необязательный|необязательный|ADJF|587|39|4|ABVR||||accs|sing|masc|inan||||||||||Qual||1.0|1
623|список|список|список|NOUN|588|39|5|||||accs|sing|masc|inan||||||||||||1.0|14
624|выражение|выражений|выражений|NOUN|589|39|6|||||gent|plur|neut|inan||||||||||||1.0|17
625|из|из|из|PREP|590|39|7|BADW|||||||||||||||||||1.0|14
626|статья|статьи|статьи|NOUN|591|39|8|||||gent|sing|femn|inan||||||||||||1.0|13
627|,|,|,|PNCT|592|39|9|PNCT|||||||||||||||||||3.0|141
628|отобранный|отобранных|отобранных|PRTF|593|39|10|||||gent|plur|||past|tran||perf|||pssv|||||1.0|1
629|вручную|вручную|вручную|ADVB|594|39|11|BADW|||||||||||||||||||1.0|1
630|и|и|и|CONJ|595|39|12|BADW|||||||||||||||||||2.0|44
631|не|не|не|PRCL|596|39|13||||||||||||||||||||1.0|28
633|попавший ключ|попавший ключ|попавших ключи|2GRM|597|39|14|nPNC|75.0||||||||||||||||||2.0|3
632|попавший|попавших|попавших|PRTF|597|39|14|||||gent|plur|||past|intr||perf|||actv|||||2.0|4
634|в|в|в|NOUN|598|39|15|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||1.0|48
636|попавший ключ|ключ попавший|ключи попавших|2GRM|599|39|16|nPNC|76.0||||||||||||||||||2.0|3
635|ключ|ключи|ключи|NOUN|599|39|16|||||nomn|plur|masc|inan||||||||||||1.0|11
637|,|,|,|PNCT|600|39|17|PNCT|||||||||||||||||||3.0|141
638|или|или|или|CONJ|601|39|18|BADW|||||||||||||||||||1.0|9
639|попавший|попавших|попавших|PRTF|602|39|19|||||gent|plur|||past|intr||perf|||actv|||||2.0|4
640|некорректно|некорректно|некорректно|ADVB|603|39|20|BADW|||||||||||||||||||1.0|2
641|мнение автора|по мнению автора|по мнению автора|ABVR|604|39|21|ABVR|7.0||||||||||||||||||1.0|1
642|по|по|по|NOUN|604|39|21|BADW||7.0||nomn|sing|neut|inan|||||||||Fixd|Abbr||1.0|16
643|мнение|мнению|мнению|NOUN|605|39|22|||7.0||datv|sing|neut|inan||||||||||||1.0|3
644|автор|автора|автора|NOUN|606|39|23|||7.0||gent|sing|masc|anim||||||||||||1.0|5
645|nrlpk|nrlpk|nrlpk|ABVR|607|39|24|ABVR|||||||||||||||||||1.0|13
646|.|.|.|PNCT|608|39|25|PNCT|||||||||||||||||||1.0|103
647|как|как|Как|ADVB|609|40|1|BADW|||||||||||||||||||1.0|4
648|читать|читать|читать|INFN|610|40|2||||||||||||impf||||||||1.0|2
649|этот|эти|эти|ADJF|611|40|3|BADW||||nomn|plur||||||||||||Apro|Anph|1.0|7
650|файл|файлы|файлы|NOUN|612|40|4|||||nomn|plur|masc|inan||||||||||||2.0|5
651|можно|можно|можно|PRED|613|40|5|BADW|||||||||||||||||||1.0|6
652|узнать|узнать|узнать|INFN|614|40|6||||||||||||perf||||||||1.0|1
653|из|из|из|PREP|615|40|7|BADW|||||||||||||||||||1.0|14
654|файл|файла|файла|NOUN|616|40|8|||||gent|sing|masc|inan||||||||||||2.0|5
655|legend|legend|Legend|LATN|617|40|9|LATN|||||||||||||||||||1.0|1
656|на|на|на|INTJ|618|40|10|BADW|||||||||||||||||||1.0|17
657|github|github|GitHub|LATN|619|40|11|LATN|||||||||||||||||||1.0|4
658|.|.|.|PNCT|620|40|12|PNCT|||||||||||||||||||1.0|103
659|nrlpk|nrlpk|nrlpk|LATN|621|41|1|LATN|||||||||||||||||||1.0|13
660|позволяю|позволяет|позволяет|VERB|622|41|2||||||sing|||pres|tran||impf|3per|||indc||||1.0|1
661|получить|получить|получить|INFN|623|41|3||||||||||||perf||||||||1.0|1
662|любая|любой|любой|NPRO|624|41|4|BADW||||gent|sing|femn|||||||||||||1.0|3
664|набор данных|набор данные|набор данных|2GRM|625|41|5|nPNC|57.0||||||||||||||||||1.0|3
663|набор|набор|набор|NOUN|625|41|5|||||nomn|sing|masc|inan||||||||||||1.0|4
665|данные|данных|данных|NOUN|626|41|6|||||gent|plur||inan|||||||||Pltm|||1.0|8
666|в|в|в|NOUN|627|41|7|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||1.0|48
667|один|одном|одном|ADJF|628|41|8||||||sing|masc|||||||||||Anum||1.0|3
668|из|из|из|PREP|629|41|9|BADW|||||||||||||||||||1.0|14
669|следующий|следующих|следующих|ADJF|630|41|10|||||gent|plur||||||||||||||1.0|4
670|формат|форматов|форматов|NOUN|631|41|11|||||gent|plur|masc|inan||||||||||||1.0|3
671|.|.|.|PNCT|632|41|12|PNCT|||||||||||||||||||1.0|103
672|pd|pandas dataframe|Pandas Dataframe|LATN|633|42|1|LATN|8.0||||||||||||||||||1.0|2
673|pandas|pandas|Pandas|LATN|633|42|1|LATN||8.0|||||||||||||||||1.0|3
674|dataframe|dataframe|Dataframe|LATN|634|42|2|LATN||8.0|||||||||||||||||1.0|1
675|пу|по умолчанию|по умолчанию|ABVR|635|42|3|oPNC|9.0||||||||||||||||||1.0|1
676|по|по|по|NOUN|635|42|3|BADW||9.0||nomn|sing|neut|inan|||||||||Fixd|Abbr||1.0|16
677|умолчание|умолчанию|умолчанию|NOUN|636|42|4|||9.0||datv|sing|neut|inan||||||||||||1.0|1
678|.|.|.|PNCT|637|42|5|PNCT|||||||||||||||||||1.0|103
679|pd|python dictionary|Python Dictionary|LATN|638|43|1|LATN|10.0||||||||||||||||||1.0|2
680|python|python|Python|LATN|638|43|1|LATN||10.0|||||||||||||||||1.0|3
681|dictionary|dictionary|Dictionary|LATN|639|43|2|LATN||10.0|||||||||||||||||1.0|1
682|.|.|.|PNCT|640|43|3|PNCT|||||||||||||||||||1.0|103
683|json|json|JSON|LATN|641|44|1|LATN|||||||||||||||||||1.0|1
684|.|.|.|PNCT|642|44|2|PNCT|||||||||||||||||||1.0|103
685|csv|csv|CSV|LATN|643|45|1|LATN|||||||||||||||||||1.0|1
686|файл|файл|файл|NOUN|644|45|2|||||nomn|sing|masc|inan||||||||||||1.0|5
687|.|.|.|PNCT|645|45|3|PNCT|||||||||||||||||||1.0|103
688|методика|методика|Методика|NOUN|646|46|1|||||nomn|sing|femn|inan||||||||||||1.0|1
689|тестирование|тестирования|тестирования|NOUN|647|46|2|||||gent|sing|neut|inan|||||||||Sgtm|||1.0|8
690|.|.|.|PNCT|648|46|3|PNCT|||||||||||||||||||1.0|103
691|программный|программный|Программный|ADJF|649|47|1|||||accs|sing|masc|inan||||||||||||1.0|1
692|автоматический|автоматический|автоматический|ADJF|650|47|2|ABVR||||accs|sing|masc|inan||||||||||||1.0|3
694|анализ текста|анализ текст|анализ текста|2GRM|651|47|3|nPNC|67.0||||||||||||||||||1.0|3
693|анализ|анализ|анализ|NOUN|651|47|3|||||accs|sing|masc|inan||||||||||||1.0|8
695|текст|текста|текста|NOUN|652|47|4|||||gent|sing|masc|inan||||||||||||1.0|30
696|.|.|.|PNCT|653|47|5|PNCT|||||||||||||||||||1.0|103
697|ручной|ручное|Ручное|ADJF|654|48|1|||||nomn|sing|neut|||||||||||||2.0|6
698|глазок|глазками|глазками|NOUN|655|48|2|ABVR|||||plur|masc|inan||||||||||||1.0|1
699|выявление|выявление|выявление|NOUN|656|48|3|||||nomn|sing|neut|inan||||||||||||1.0|7
700|,|,|,|PNCT|657|48|4|PNCT|||||||||||||||||||3.0|141
701|ручной|ручное|ручное|ADJF|658|48|5|||||nomn|sing|neut|||||||||||||2.0|6
702|маркирование|маркирование|маркирование|NOUN|659|48|6|ABVR||||nomn|sing|neut|inan||||||||||||1.0|1
704|ключевое выражение|ключевой выражение|ключевых выражений|2GRM|660|48|7|nPNC|29.0||||||||||||||||||2.0|8
703|ключевой|ключевых|ключевых|ADJF|660|48|7|||||gent|plur||||||||||||||2.0|12
705|выражение|выражений|выражений|NOUN|661|48|8|||||gent|plur|neut|inan||||||||||||2.0|17
706|и|и|и|CONJ|662|48|9|BADW|||||||||||||||||||1.0|44
707|сверка|сверка|сверка|NOUN|663|48|10|||||nomn|sing|femn|inan||||||||||||1.0|2
708|полученный|полученного|полученного|PRTF|664|48|11|||||gent|sing|masc||past|tran||perf|||pssv|||||2.0|3
710|ключевой список|список ключевой|списка ключевых|2GRM|665|48|12|nPNC|65.0||||||||||||||||||1.0|4
709|список|списка|списка|NOUN|665|48|12|||||gent|sing|masc|inan||||||||||||2.0|14
712|ключевое выражение|ключевой выражение|ключевых выражений|2GRM|666|48|13|nPNC|30.0||||||||||||||||||2.0|8
711|ключевой|ключевых|ключевых|ADJF|666|48|13|||||gent|plur||||||||||||||2.0|12
713|выражение|выражений|выражений|NOUN|667|48|14|||||gent|plur|neut|inan||||||||||||2.0|17
714|,|,|,|PNCT|668|48|15|PNCT|||||||||||||||||||3.0|141
715|с|со|со|PREP|669|48|16|BADW||||||||||||||||||Vpre|1.0|25
716|список|списком|списком|NOUN|670|48|17||||||sing|masc|inan||||||||||||2.0|14
717|,|,|,|PNCT|671|48|18|PNCT|||||||||||||||||||3.0|141
718|полученный|полученным|полученным|PRTF|672|48|19||||||sing|masc||past|tran||perf|||pssv|||||2.0|3
719|автоматически|автоматически|автоматически|ADVB|673|48|20||||||||||||||||||||1.0|3
720|.|.|.|PNCT|674|48|21|PNCT|||||||||||||||||||1.0|103
721|расчет|расчет|Расчет|NOUN|675|49|1||||1.0|nomn|sing|masc|inan||||||||||||1.0|1
722|процент|процента|процента|NOUN|676|49|2|||||gent|sing|masc|inan||||||||||||1.0|3
723|качество|качества|качества|NOUN|677|49|3|||||gent|sing|neut|inan||||||||||||1.0|13
724|,|,|,|PNCT|678|49|4|PNCT|||||||||||||||||||2.0|141
725|число|число|число|NOUN|679|49|5|||||nomn|sing|neut|inan||||||||||||3.0|11
726|не|не|не|PRCL|680|49|6||||||||||||||||||||1.0|28
727|попавший|попавших|попавших|PRTF|681|49|7|||||gent|plur|||past|intr||perf|||actv|||||2.0|4
728|выражение|выражений|выражений|NOUN|682|49|8|||||gent|plur|neut|inan||||||||||||1.0|17
729|или|или|или|CONJ|683|49|9|BADW|||||||||||||||||||1.0|9
731|попавший ключ|попавший ключ|попавших ключи|2GRM|684|49|10|nPNC|77.0||||||||||||||||||1.0|3
730|попавший|попавших|попавших|PRTF|684|49|10|||||gent|plur|||past|intr||perf|||actv|||||2.0|4
732|в|в|в|NOUN|685|49|11|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||3.0|48
733|ключ|ключи|ключи|NOUN|686|49|12|||||nomn|plur|masc|inan||||||||||||1.0|11
734|некорректно|некорректно|некорректно|ADVB|687|49|13|BADW|||||||||||||||||||1.0|2
736|число слов|число слово|число слов|2GRM|688|49|14|nPNC|59.0||||||||||||||||||2.0|4
735|число|число|число|NOUN|688|49|14|||||nomn|sing|neut|inan||||||||||||3.0|11
737|слово|слов|слов|NOUN|689|49|15|||||gent|plur|neut|inan||||||||||||2.0|32
738|в|в|в|NOUN|690|49|16|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||3.0|48
739|мусор|мусоре|мусоре|NOUN|691|49|17||||||sing|masc|inan|||||||||Sgtm|||1.0|1
740|,|,|,|PNCT|692|49|18|PNCT|||||||||||||||||||2.0|141
741|к|к|к|NOUN|693|49|19|BADW||||nomn|sing|masc|anim|||||||||Fixd|Abbr||1.0|16
742|общий|общему|общему|ADJF|694|49|20|||||datv|sing|masc|||||||||||||1.0|1
744|число слов|число слово|числу слов|2GRM|695|49|21|nPNC|60.0||||||||||||||||||2.0|4
743|число|числу|числу|NOUN|695|49|21|||||datv|sing|neut|inan||||||||||||3.0|11
746|слово текста|слово текст|слов тексте|2GRM|696|49|22|nPNC|54.0||||||||||||||||||1.0|5
745|слово|слов|слов|NOUN|696|49|22|||||gent|plur|neut|inan||||||||||||2.0|32
747|в|в|в|NOUN|697|49|23|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||3.0|48
748|текст|тексте|тексте|NOUN|698|49|24||||||sing|masc|inan||||||||||||1.0|30
749|.|.|.|PNCT|699|49|25|PNCT|||||||||||||||||||1.0|103
750|инструмент|инструменты|Инструменты|NOUN|700|50|1|||||nomn|plur|masc|inan||||||||||||1.0|1
751|.|.|.|PNCT|701|50|2|PNCT|||||||||||||||||||1.0|103
752|nrlpk|nrlpk|nrlpk|LATN|702|51|1|LATN|||||||||||||||||||1.0|13
753|написан|написан|написан|PRTS|703|51|2||||||sing|masc||past|||perf|||pssv|||||1.0|2
754|на|на|на|INTJ|704|51|3|BADW|||||||||||||||||||1.0|17
755|python|python|Python|LATN|705|51|4|LATN|||||||||||||||||||1.0|3
756|3.7.0|3.7.0|3.7.0|NUSR|706|51|5|NUSR|||||||||||||||||||1.0|1
757|.|.|.|PNCT|707|51|6|PNCT|||||||||||||||||||1.0|103
758|уж|уже|Уже|NOUN|708|52|1|BADW|||||sing|masc|anim||||||||||||1.0|2
759|в|в|в|NOUN|709|52|2|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||1.0|48
760|процесс|процессе|процессе|NOUN|710|52|3||||||sing|masc|inan||||||||||||1.0|2
761|проработка|проработки|проработки|NOUN|711|52|4|||||gent|sing|femn|inan||||||||||||1.0|1
762|будущее|будущего|будущего|NOUN|712|52|5|||||gent|sing|neut|inan||||||||||||1.0|1
763|по|по|ПО|NOUN|713|52|6|BADW||||nomn|sing|neut|inan|||||||||Fixd|Abbr||1.0|16
764|nrlpk|nrlpk|nrlpk|LATN|714|52|7|LATN|||||||||||||||||||1.0|13
765|появился|появились|появились|VERB|715|52|8||||||plur|||past|intr||perf||||indc||||1.0|1
766|два|два|два|NUMR|716|52|9|||||accs||neut|inan||||||||||||1.0|1
767|обязательный|обязательных|обязательных|ADJF|717|52|10|||||gent|plur||||||||||||||1.0|1
768|требование|требования|требования|NOUN|718|52|11|||||gent|sing|neut|inan||||||||||||1.0|3
769|.|.|.|PNCT|719|52|12|PNCT|||||||||||||||||||1.0|103
770|выбираем|выбираем|выбираем|PRTS|720|53|1||||||sing|masc||pres|||impf|||pssv|||||1.0|1
772|выражение слов|выражение слово|выражения слова|2GRM|721|53|2|nPNC|73.0||||||||||||||||||1.0|3
771|выражение|выражения|выражения|NOUN|721|53|2|||||gent|sing|neut|inan||||||||||||1.0|17
773|,|,|,|PNCT|722|53|3|PNCT|||||||||||||||||||2.0|141
774|а|а|а|NOUN|723|53|4|||||gent|sing|ms-f|anim|||||||||Fixd|Name|Init|1.0|5
775|не|не|не|PRCL|724|53|5||||||||||||||||||||1.0|28
776|слово|слова|слова|NOUN|725|53|6|||||gent|sing|neut|inan||||||||||||2.0|32
777|,|,|,|PNCT|726|53|7|PNCT|||||||||||||||||||2.0|141
779|число слов|слово число|слова числе|2GRM|727|53|8|nPNC|61.0||||||||||||||||||1.0|4
778|слово|слова|слова|NOUN|727|53|8|||||gent|sing|neut|inan||||||||||||2.0|32
780|в|в|в|NOUN|728|53|9|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||1.0|48
781|тот|том|том|ADJF|729|53|10|BADW|||||sing|masc|||||||||||Apro|Anph|1.0|5
782|число|числе|числе|NOUN|730|53|11||||||sing|neut|inan||||||||||||1.0|11
783|.|.|.|PNCT|731|53|12|PNCT|||||||||||||||||||1.0|103
784|наличие|наличие|наличие|NOUN|732|54|1|||||nomn|sing|neut|inan||||||||||||1.0|1
785|словарь|словаря|словаря|NOUN|733|54|2|||||gent|sing|masc|inan||||||||||||1.0|8
786|специализированный|специализированных|специализированных|ADJF|734|54|3|||||gent|plur||||||||||||||1.0|2
787|отраслевой|отраслевых|отраслевых|ADJF|735|54|4|||||gent|plur||||||||||||||1.0|3
788|термин|терминов|терминов|NOUN|736|54|5|||||gent|plur|masc|inan||||||||||||1.0|1
789|.|.|.|PNCT|737|54|6|PNCT|||||||||||||||||||1.0|103
790|этот|эти|Эти|ADJF|738|55|1|BADW||||nomn|plur||||||||||||Apro|Anph|1.0|7
791|требование|требования|требования|NOUN|739|55|2|||||nomn|plur|neut|inan||||||||||||1.0|3
792|поставил|поставили|поставили|VERB|740|55|3||||||plur|||past|tran||perf||||indc||||1.0|1
793|под|под|под|NOUN|741|55|4|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr||1.0|3
794|сомнение|сомнение|сомнение|NOUN|742|55|5|||||nomn|sing|neut|inan||||||||||||1.0|2
795|использование|использование|использование|NOUN|743|55|6|||||nomn|sing|neut|inan||||||||||||1.0|1
796|nltk|nltk|NLTK|LATN|744|55|7|LATN|||||||||||||||||||1.0|1
797|и|и|и|CONJ|745|55|8|BADW|||||||||||||||||||1.0|44
798|pymorphy2|pymorphy2|pymorphy2|LATN|746|55|9|LATN|||||||||||||||||||1.0|4
799|,|,|,|PNCT|747|55|10|PNCT|||||||||||||||||||1.0|141
800|который|которые|которые|ADJF|748|55|11|BADW||||nomn|plur||||||||||||Subx|Anph|1.0|9
801|могу|могли|могли|VERB|749|55|12||||||plur|||past|intr||impf||||indc||||1.0|1
802|бы|бы|бы|PRCL|750|55|13|BADW|||||||||||||||||||1.0|2
803|решить|решить|решить|INFN|751|55|14||||||||||||perf||||||||1.0|1
804|часть|часть|часть|NOUN|752|55|15|||||nomn|sing|femn|inan||||||||||||1.0|3
805|стоящий|стоящих|стоящих|ADJF|753|55|16|||||gent|plur||||||||||||||1.0|1
806|задача|задач|задач|NOUN|754|55|17|||||gent|plur|femn|inan||||||||||||1.0|5
807|.|.|.|PNCT|755|55|18|PNCT|||||||||||||||||||1.0|103
808|для|для|Для|GRND|756|56|1|BADW||||||||pres|tran||impf||||||||1.0|13
809|снятие|снятия|снятия|NOUN|757|56|2|||||gent|sing|neut|inan||||||||||||1.0|1
810|сомнение|сомнений|сомнений|NOUN|758|56|3|||||gent|plur|neut|inan||||||||||||1.0|2
811|есть|была|была|VERB|759|56|4|BADW|||||sing|femn||past|intr||impf||||indc||||1.0|8
812|проведён|проведена|проведена|PRTS|760|56|5||||||sing|femn||past|||perf|||pssv|||||1.0|1
813|ручной|ручная|ручная|ADJF|761|56|6|||||nomn|sing|femn|||||||||||||1.0|6
814|маркировка|маркировка|маркировка|NOUN|762|56|7|||||nomn|sing|femn|inan||||||||||||1.0|2
815|выборка|выборки|выборки|NOUN|763|56|8|||||gent|sing|femn|inan||||||||||||1.0|2
816|текст|текстов|текстов|NOUN|764|56|9|||||gent|plur|masc|inan||||||||||||1.0|30
817|из|из|из|PREP|765|56|10|BADW|||||||||||||||||||1.0|14
818|сми|сми|СМИ|NOUN|766|56|11|UPPR||||gent|plur||inan|||||||||Fixd|Abbr||1.0|1
819|,|,|,|PNCT|767|56|12|PNCT|||||||||||||||||||2.0|141
820|взятый|взятых|взятых|PRTF|768|56|13|||||gent|plur|||past|tran||perf|||pssv|||||1.0|1
821|с|с|с|NOUN|769|56|14|BADW||||nomn|sing|femn|inan|||||||||Fixd|Abbr||1.0|25
822|крупнейший|крупнейшего|крупнейшего|ADJF|770|56|15|||||gent|sing|masc|||||||||||Qual||1.0|1
823|русскоязычный|русскоязычного|русскоязычного|ADJF|771|56|16|||||gent|sing|masc|||||||||||||1.0|1
824|агрегатор|агрегатора|агрегатора|NOUN|772|56|17|||||gent|sing|masc|inan||||||||||||1.0|1
825|новость|новостей|новостей|NOUN|773|56|18|||||gent|plur|femn|inan||||||||||||1.0|1
826|по|по|по|NOUN|774|56|19|BADW||||nomn|sing|neut|inan|||||||||Fixd|Abbr||1.0|16
827|тематика|тематике|тематике|NOUN|775|56|20|||||datv|sing|femn|inan||||||||||||1.0|4
828|впк|впк|ВПК|NOUN|776|56|21|SPEC||||nomn|sing||anim||||||||||Name||1.0|3
829|,|,|,|PNCT|777|56|22|PNCT|||||||||||||||||||2.0|141
830|впк.name|впк.name|ВПК.Name|NOUN|778|56|23|NAME||||nomn|sing||anim||||||||||Name||1.0|1
831|.|.|.|PNCT|779|56|24|PNCT|||||||||||||||||||1.0|103
832|анализ|анализ|Анализ|NOUN|780|57|1|||||nomn|sing|masc|inan||||||||||||1.0|8
833|маркировка|маркировки|маркировки|NOUN|781|57|2|||||nomn|plur|femn|inan||||||||||||1.0|2
834|выявил|выявил|выявил|VERB|782|57|3||||||sing|masc||past|tran||perf||||indc||||1.0|1
835|.|.|.|PNCT|783|57|4|PNCT|||||||||||||||||||1.0|103
836|целый|целый|целый|ADJF|784|58|1|||||nomn|sing|masc|||||||||||Qual||1.0|1
837|слой|слой|слой|NOUN|785|58|2|||||nomn|sing|masc|inan||||||||||||1.0|1
838|данные|данных|данных|NOUN|786|58|3|||||gent|plur||inan|||||||||Pltm|||1.0|8
839|,|,|,|PNCT|787|58|4|PNCT|||||||||||||||||||1.0|141
840|который|которые|которые|ADJF|788|58|5|BADW||||nomn|plur||||||||||||Subx|Anph|1.0|9
841|не|не|не|PRCL|789|58|6||||||||||||||||||||1.0|28
842|должен|должны|должны|ADJS|790|58|7||||||plur||||||||||||||1.0|1
843|подвергаться|подвергаться|подвергаться|INFN|791|58|8||||||||||||impf||||||||1.0|1
844|пословный|пословной|пословной|ADJF|792|58|9|||||gent|sing|femn|||||||||||Qual||1.0|1
845|токенизации|токенизации|токенизации|UNKN|793|58|10|UNKN|||||||||||||||||||1.0|2
846|и|и|и|CONJ|794|58|11|BADW|||||||||||||||||||1.0|44
847|лемматизация|лемматизации|лемматизации|NOUN|795|58|12|||||gent|sing|femn|inan||||||||||||1.0|2
848|.|.|.|PNCT|796|58|13|PNCT|||||||||||||||||||1.0|103
849|невозможность|невозможность|невозможность|NOUN|797|59|1|||||nomn|sing|femn|inan||||||||||||1.0|1
850|в|во|во|PREP|798|59|2|BADW||||||||||||||||||Vpre|2.0|48
851|многие|многих|многих|NPRO|799|59|3|BADW||||gent|plur||||||||||||||1.0|2
852|случай|случаях|случаях|NOUN|800|59|4||||||plur|masc|inan||||||||||||1.0|2
853|токенизации|токенизации|токенизации|UNKN|801|59|5|UNKN|||||||||||||||||||1.0|2
854|по|по|по|NOUN|802|59|6|BADW||||nomn|sing|neut|inan|||||||||Fixd|Abbr||1.0|16
855|предложение|предложениям|предложениям|NOUN|803|59|7|||||datv|plur|neut|inan||||||||||||1.0|1
856|до|до|до|PREP|804|59|8|BADW|||||||||||||||||||1.0|1
857|серьезный|серьезной|серьезной|ADJF|805|59|9||||1.0|gent|sing|femn|||||||||||Qual||1.0|1
858|трансформация|трансформации|трансформации|NOUN|806|59|10|||||gent|sing|femn|inan||||||||||||1.0|2
859|текст|текста|текста|NOUN|807|59|11|||||gent|sing|masc|inan||||||||||||1.0|30
860|для|для|для|GRND|808|59|12|BADW||||||||pres|tran||impf||||||||1.0|13
861|исправление|исправления|исправления|NOUN|809|59|13|||||gent|sing|neut|inan||||||||||||1.0|1
862|грамматический|грамматических|грамматических|ADJF|810|59|14|||||gent|plur||||||||||||||1.0|1
863|неточность|неточностей|неточностей|NOUN|811|59|15|||||gent|plur|femn|inan||||||||||||1.0|2
864|,|,|,|PNCT|812|59|16|PNCT|||||||||||||||||||1.0|141
865|который|которые|которые|ADJF|813|59|17|BADW||||nomn|plur||||||||||||Subx|Anph|1.0|9
866|допускаю|допускают|допускают|VERB|814|59|18||||||plur|||pres|tran||impf|3per|||indc||||1.0|1
867|автор|авторы|авторы|NOUN|815|59|19|||||nomn|plur|masc|anim||||||||||||1.0|5
868|более|более|более|ADVB|816|59|20|BADW|||||||||||||||||||1.0|1
869|чем|чем|чем|CONJ|817|59|21|BADW|||||||||||||||||||1.0|1
870|80%|в 80%|в 80%|NUSR|818|59|22|NUSR|11.0||||||||||||||||||2.0|2
871|в|в|в|NOUN|818|59|22|BADW||11.0||nomn|sing|masc|inan|||||||||Fixd|Abbr||2.0|48
872|80%|80%|80%|NUSR|819|59|23|NUSR||11.0|||||||||||||||||2.0|2
873|статья|статей|статей|NOUN|820|59|24|||||gent|plur|femn|inan||||||||||||1.0|13
874|.|.|.|PNCT|821|59|25|PNCT|||||||||||||||||||1.0|103
