|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|numexpress|rdeco|yotoe|case|plural|gender|animacy|cattimes|transitiv|sectransitiv|aspect|pers|catcomp|catcollat|catmood|catplural|refn|secrefn|pw|f_text|f_sent
1685|кассетный|кассетные|кассетные|ADJF|1569.0|88.0|10.0|||||nomn|plur|||||||||||||||1|1.0
1686|бч|бч|БЧ|NOUN|1570.0|88.0|11.0|SPEC|||||sing||anim||||||||||Name|||1|1.0
1687|многие|многие|многие|NPRO|1571.0|88.0|12.0|BADW||||nomn|plur|||||||||||||||1|1.0
1688|и|и|и|CONJ|1572.0|88.0|13.0|BADW||||||||||||||||||||104|3.0
1689|подрыв|подрыв|подрыв|NOUN|1573.0|88.0|14.0|||||nomn|sing|masc|inan|||||||||||||2|1.0
1690|офз|офз|ОФЗ|NOUN|1574.0|88.0|15.0|ABVR|||||sing||inan|||||||||Fixd|Abbr|||3|1.0
1691|152мм|152мм|152мм|NUSR|1575.0|88.0|16.0|NUSR||||||||||||||||||||1|1.0
1692|.|.|.|PNCT|1576.0|88.0|17.0|PNCT||||||||||||||||||||157|1.0
1693|но|но|Но|CONJ|1577.0|89.0|1.0|BADW||||||||||||||||||||13|1.0
1694|есть|есть|есть|INFN|1578.0|89.0|2.0|BADW|||||||||||impf|||||||||35|1.0
1695|нюанс|нюанс|нюанс|NOUN|1579.0|89.0|3.0|||||nomn|sing|masc|inan|||||||||||||1|1.0
1696|.|.|.|PNCT|1580.0|89.0|4.0|PNCT||||||||||||||||||||157|1.0
1697|дз|дз|ДЗ|NOUN|1581.0|90.0|1.0|SPEC|||||sing||anim||||||||||Name|||12|2.0
1698|вешу|весит|весит|VERB|1582.0|90.0|2.0||||||sing|||pres|tran||impf|3per|||indc|||||3|1.0
1699|155 кг|155 кг|155 кг|NUSR|1583.0|90.0|3.0|NUSR|71.0|||||||||||||||||||1|1.0
1700|155|155|155|NUMB|1583.0|90.0|3.0|NUMB||71.0||||||||||||||||||1|1.0
1701|кг|кг|кг|NOUN|1584.0|90.0|4.0|||71.0||gent|sing|masc|inan|||||||||Fixd|Abbr|||7|2.0
1702|на|на|на|INTJ|1585.0|90.0|5.0|BADW||||||||||||||||||||65|3.0
1703|квадрат|квадрат|квадрат|NOUN|1586.0|90.0|6.0|||||nomn|sing|masc|inan|||||||||||||7|2.0
1704|это|это|это|PRCL|1587.0|90.0|7.0|BADW||||||||||||||||||||55|2.0
1705|контакт-1|контакт-1|Контакт-1|DSNU|1588.0|90.0|8.0|DSNU||||||||||||||||||||1|1.0
1706|,|,|,|PNCT|1589.0|90.0|9.0|PNCT||||||||||||||||||||232|2.0
1707|пусть|пусть|пусть|CONJ|1590.0|90.0|10.0|BADW||||||||||||||||||||5|1.0
1708|есть|будет|будет|VERB|1591.0|90.0|11.0|BADW|||||sing|||futr|intr||impf|3per|||indc|||||35|1.0
1709|700 кг|700 кг|700 кг|NUSR|1592.0|90.0|12.0|NUSR|72.0|||||||||||||||||||1|1.0
1710|700|700|700|NUMB|1592.0|90.0|12.0|NUMB||72.0||||||||||||||||||1|1.0
1711|кг|кг|кг|NOUN|1593.0|90.0|13.0|||72.0||gent|sing|masc|inan|||||||||Fixd|Abbr|||7|2.0
1712|на|на|на|INTJ|1594.0|90.0|14.0|BADW||||||||||||||||||||65|3.0
1713|квадрат|квадрат|квадрат|NOUN|1595.0|90.0|15.0|||||nomn|sing|masc|inan|||||||||||||7|2.0
1714|,|,|,|PNCT|1596.0|90.0|16.0|PNCT||||||||||||||||||||232|2.0
1715|это|это|это|PRCL|1597.0|90.0|17.0|BADW||||||||||||||||||||55|2.0
1716|фальшборт|фальшборт|фальшборт|NOUN|1598.0|90.0|18.0|||||nomn|sing|masc|inan|||||||||||||8|2.0
1717|стальной|стальной|стальной|ADJF|1599.0|90.0|19.0|||||nomn|sing|masc||||||||||||||2|1.0
1718|толщина|толщиной|толщиной|NOUN|1600.0|90.0|20.0||||||sing|femn|inan|||||||||||||3|1.0
1719|50мм|50мм|50мм|NUSR|1601.0|90.0|21.0|NUSR||||||||||||||||||||2|1.0
1720|и|и|и|CONJ|1602.0|90.0|22.0|BADW||||||||||||||||||||104|2.0
1721|два|два|два|NUMR|1603.0|90.0|23.0|||||nomn||masc||||||||||||||3|1.0
1722|слой|слоя|слоя|NOUN|1604.0|90.0|24.0|||||gent|sing|masc|inan|||||||||||||3|1.0
1723|дз|дз|ДЗ|NOUN|1605.0|90.0|25.0|SPEC|||||sing||anim||||||||||Name|||12|2.0
1724|контакт|контакт|Контакт|NOUN|1606.0|90.0|26.0|TITL||||nomn|sing|masc|inan|||||||||||||4|1.0
1725|1 один|1 один|1 один|NUSR|1607.0|90.0|27.0|NUSR|73.0|||||||||||||||||||1|1.0
1726|1|1|1|NUMB|1607.0|90.0|27.0|NUMB||73.0||||||||||||||||||3|1.0
1727|один|один|один|ADJF|1608.0|90.0|28.0|||73.0||nomn|sing|masc|||||||||||Anum|||5|2.0
1728|на|на|на|INTJ|1609.0|90.0|29.0|BADW||||||||||||||||||||65|3.0
1729|тело|тело|тело|NOUN|1610.0|90.0|30.0|||||nomn|sing|neut|inan|||||||||||||2|1.0
1730|и|и|и|CONJ|1611.0|90.0|31.0|BADW||||||||||||||||||||104|2.0
1731|один|один|один|ADJF|1612.0|90.0|32.0|||||nomn|sing|masc|||||||||||Anum|||5|2.0
1732|под|под|под|NOUN|1613.0|90.0|33.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||17|1.0
1733|фальшборт|фальшборт|фальшборт|NOUN|1614.0|90.0|34.0|||||nomn|sing|masc|inan|||||||||||||8|2.0
1734|.|.|.|PNCT|1615.0|90.0|35.0|PNCT||||||||||||||||||||157|1.0
1735|фальшборт|фальшборт|Фальшборт|NOUN|1616.0|91.0|1.0|||||nomn|sing|masc|inan|||||||||||||8|1.0
1736|понизил|понизим|понизим|VERB|1617.0|91.0|2.0||||||sing||||tran||perf||incl||impr|||||1|1.0
1737|на|на|на|INTJ|1618.0|91.0|3.0|BADW||||||||||||||||||||65|1.0
1738|15%|15%|15%|NUSR|1619.0|91.0|4.0|NUSR||||||||||||||||||||4|1.0
1739|по|по|по|NOUN|1620.0|91.0|5.0|BADW||||nomn|sing|neut|inan|||||||||Fixd|Abbr|||39|2.0
1740|масса|массе|массе|NOUN|1621.0|91.0|6.0|||||datv|sing|femn|inan|||||||||||||12|1.0
1741|,|,|,|PNCT|1622.0|91.0|7.0|PNCT||||||||||||||||||||232|1.0
1742|аналогичен|аналогично|аналогично|ADJS|1623.0|91.0|8.0|BADW|||||sing|neut||||||||||||||2|1.0
1743|по|по|по|NOUN|1624.0|91.0|9.0|BADW||||nomn|sing|neut|inan|||||||||Fixd|Abbr|||39|2.0
1744|бронебашня|бронебашне|броневанне|NOUN|1625.0|91.0|10.0|||||datv|sing|femn|inan|||||||||||||1|1.0
1745|.|.|.|PNCT|1626.0|91.0|11.0|PNCT||||||||||||||||||||157|1.0
1746|итого|итого|Итого|ADVB|1627.0|92.0|1.0|BADW||||||||||||||||||||2|1.0
1747|квадрат|квадрат|квадрат|NOUN|1628.0|92.0|2.0|||||nomn|sing|masc|inan|||||||||||||7|1.0
1748|антиптурина-650кг|антиптурина-650кг|антиптурина-650кг|DSNL|1629.0|92.0|3.0|DSNL||||||||||||||||||||1|1.0
1749|.|.|.|PNCT|1630.0|92.0|4.0|PNCT||||||||||||||||||||157|1.0
1750|как|как|Как|ADVB|1631.0|93.0|1.0|BADW||||||||||||||||||||21|1.0
1751|раз|раз|раз|ADVB|1632.0|93.0|2.0|BADW||||||||||||||||||||12|1.0
1752|вполне|вполне|вполне|ADVB|1633.0|93.0|3.0|BADW||||||||||||||||||||2|1.0
1753|себе|себе|себе|PRCL|1634.0|93.0|4.0|BADW||||||||||||||||||||2|1.0
1754|50+900|50+900|50+900|NUSR|1635.0|93.0|5.0|NUSR||||||||||||||||||||5|1.0
1755|а|а|а|CONJ|1636.0|93.0|6.0|BADW||||||||||||||||||||36|1.0
1756|снизу|снизу|снизу|ADVB|1637.0|93.0|7.0|BADW||||||||||||||||||||4|1.0
1757|ещё|ещё|ещё|ADVB|1638.0|93.0|8.0|BADW||||||||||||||||||||17|1.0
1758|40|40|40|NUMB|1639.0|93.0|9.0|NUMB||||||||||||||||||||8|1.0
1759|,|,|,|PNCT|1640.0|93.0|10.0|PNCT||||||||||||||||||||232|2.0
1760|под|под|под|NOUN|1641.0|93.0|11.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||17|1.0
1761|угол|углом|углом|NOUN|1642.0|93.0|12.0||||||sing|masc|inan|||||||||||||4|1.0
1762|80|80|80|NUMB|1643.0|93.0|13.0|NUMB||||||||||||||||||||2|1.0
1763|,|,|,|PNCT|1644.0|93.0|14.0|PNCT||||||||||||||||||||232|2.0
1764|да|да|да|CONJ|1645.0|93.0|15.0|BADW||||||||||||||||||||8|1.0
1765|контакт|контакт|Контакт|NOUN|1646.0|93.0|16.0|TITL||||nomn|sing|masc|inan|||||||||||||4|1.0
1766|не|не|не|PRCL|1647.0|93.0|17.0|||||||||||||||||||||40|1.0
1767|всегда|всегда|всегда|ADVB|1648.0|93.0|18.0|BADW||||||||||||||||||||2|1.0
1768|дал|даст|даст|VERB|1649.0|93.0|19.0||||||sing|||futr|tran||perf|3per|||indc|||||1|1.0
1769|весь|все|все|ADJF|1650.0|93.0|20.0|BADW||||nomn|plur||||||||||||Apro|||24|1.0
1770|450 каждый|450 каждый|450 каждый|NUSR|1651.0|93.0|21.0|NUSR|74.0|||||||||||||||||||1|1.0
1771|450|450|450|NUMB|1651.0|93.0|21.0|NUMB||74.0||||||||||||||||||1|1.0
1772|каждый|каждый|каждый|ADJF|1652.0|93.0|22.0|||74.0||nomn|sing|masc|||||||||||Apro|||5|1.0
1773|но|но|но|CONJ|1653.0|93.0|23.0|BADW||||||||||||||||||||13|1.0
1774|.|.|.|PNCT|1654.0|93.0|24.0|PNCT||||||||||||||||||||157|1.0
1775|реликт|реликт|Реликт|NOUN|1655.0|94.0|1.0|||||nomn|sing|masc|inan|||||||||||||9|2.0
1776|не|не|не|PRCL|1656.0|94.0|2.0|||||||||||||||||||||40|2.0
1777|намного|намного|намного|ADVB|1657.0|94.0|3.0|BADW||||||||||||||||||||3|1.0
1778|массивнее|массивнее|массивнее|COMP|1658.0|94.0|4.0|||||||||||||||||||||1|1.0
1779|,|,|,|PNCT|1659.0|94.0|5.0|PNCT||||||||||||||||||||232|1.0
1780|тело|тело|тело|NOUN|1660.0|94.0|6.0|||||nomn|sing|neut|inan|||||||||||||2|1.0
1781|корпус|корпуса|корпуса|NOUN|1661.0|94.0|7.0|||||nomn|plur|masc|inan|||||||||||Infr||20|1.0
1782|контакт|контакт|Контакт|NOUN|1662.0|94.0|8.0|TITL||||nomn|sing|masc|inan|||||||||||||4|1.0
1783|с|с|с|NOUN|1663.0|94.0|9.0|BADW||||nomn|sing|femn|inan|||||||||Fixd|Abbr|||27|1.0
1784|бортик|бортиками|бортиками|NOUN|1664.0|94.0|10.0||||||plur|masc|inan|||||||||||||1|1.0
1785|выхожу|выходит|выходит|VERB|1665.0|94.0|11.0||||||sing|||pres|intr||impf|3per|||indc|||||2|1.0
1786|чуть|чуть|чуть|ADVB|1666.0|94.0|12.0|BADW||||||||||||||||||||1|1.0
1787|ли|ли|ли|CONJ|1667.0|94.0|13.0|BADW||||||||||||||||||||1|1.0
1788|не|не|не|PRCL|1668.0|94.0|14.0|||||||||||||||||||||40|2.0
1789|толща|толще|толще|NOUN|1669.0|94.0|15.0|||||datv|sing|femn|inan|||||||||||||1|1.0
1790|и|и|и|CONJ|1670.0|94.0|16.0|BADW||||||||||||||||||||104|1.0
1791|больший|большей|большей|ADJF|1671.0|94.0|17.0|||||datv|sing|femn|||||||||||Qual|||2|1.0
1792|площадь|площади|площади|NOUN|1672.0|94.0|18.0|||||datv|sing|femn|inan|||||||||||||1|1.0
1793|чем|чем|чем|CONJ|1673.0|94.0|19.0|BADW||||||||||||||||||||11|1.0
1794|2 плоскости|2 плоскости|2 плоскости|NUSR|1674.0|94.0|20.0|NUSR|75.0|||||||||||||||||||1|1.0
1795|2|2|2|NUMB|1674.0|94.0|20.0|NUMB||75.0||||||||||||||||||14|1.0
1796|плоскость|плоскости|плоскости|NOUN|1675.0|94.0|21.0|||75.0||datv|sing|femn|inan|||||||||||||2|1.0
1797|реликт|реликт|Реликт|NOUN|1676.0|94.0|22.0|TITL||||nomn|sing|masc|inan|||||||||||||9|2.0
1798|.|.|.|PNCT|1677.0|94.0|23.0|PNCT||||||||||||||||||||157|1.0
1799|кр|кстати реликт|Кстати Реликт|NAME|1678.0|95.0|1.0|oPNC|76.0|||||||||||||||||||1|1.0
1800|кстати|кстати|Кстати|ADVB|1678.0|95.0|1.0|BADW||76.0||||||||||||||||||2|1.0
1801|реликт|реликт|Реликт|NOUN|1679.0|95.0|2.0|TITL||76.0||nomn|sing|masc|inan|||||||||||||9|1.0
1802|пишу|пишут|пишут|VERB|1680.0|95.0|3.0||||||plur|||pres|tran||impf|3per|||indc|||||5|1.0
1803|2 раза|в 2 раза|в 2 раза|NUSR|1681.0|95.0|4.0|NUSR|77.0|||||||||||||||||||1|1.0
1804|в|в|в|NOUN|1681.0|95.0|4.0|BADW||77.0||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|3.0
1805|2|2|2|NUMB|1682.0|95.0|5.0|NUMB||77.0||||||||||||||||||14|1.0
1806|раз|раза|раза|NOUN|1683.0|95.0|6.0|BADW||77.0||gen1|sing|masc|inan|||||||||||||12|1.0
1807|эффективнее|эффективнее|эффективнее|COMP|1684.0|95.0|7.0|||||||||||||||||||||2|1.0
1808|и|и|и|CONJ|1685.0|95.0|8.0|BADW||||||||||||||||||||104|1.0
1809|кушаю|кушает|кушает|VERB|1686.0|95.0|9.0||||||sing|||pres|tran||impf|3per|||indc|||||1|1.0
1810|90%|по 90%|по 90%|NUSR|1687.0|95.0|10.0|NUSR|78.0|||||||||||||||||||2|2.0
1811|по|по|по|NOUN|1687.0|95.0|10.0|BADW||78.0||nomn|sing|neut|inan|||||||||Fixd|Abbr|||39|1.0
1812|90%|90%|90%|NUSR|1688.0|95.0|11.0|NUSR||78.0||||||||||||||||||2|2.0
1813|от|от|от|PREP|1689.0|95.0|12.0|BADW||||||||||||||||||||19|1.0
1814|сила|силы|силы|NOUN|1690.0|95.0|13.0|||||gent|sing|femn|inan|||||||||||||2|1.0
1815|кс|кс|КС|NOUN|1691.0|95.0|14.0|SPEC|||||sing||anim||||||||||Name|||1|1.0
1816|заодно|заодно|заодно|ADVB|1692.0|95.0|15.0|BADW||||||||||||||||||||1|1.0
1817|там|там|там|ADVB|1693.0|95.0|16.0|BADW||||||||||||||||||||17|1.0
1818|сложен|сложно|сложно|ADJS|1694.0|95.0|17.0|BADW|||||sing|neut|||||||||||Qual|||1|1.0
1819|очень|очень|очень|ADVB|1695.0|95.0|18.0|BADW||||||||||||||||||||4|1.0
1820|попасть|попасть|попасть|INFN|1696.0|95.0|19.0||||||||||||perf|||||||||1|1.0
1821|не|не|не|PRCL|1697.0|95.0|20.0|||||||||||||||||||||40|1.0
1822|в|в|в|NOUN|1698.0|95.0|21.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|3.0
1823|пластина|пластину|пластину|NOUN|1699.0|95.0|22.0|||||accs|sing|femn|inan|||||||||||||2|1.0
1824|,|,|,|PNCT|1700.0|95.0|23.0|PNCT||||||||||||||||||||232|1.0
1825|попадание|попадание|попадание|NOUN|1701.0|95.0|24.0|||||accs|sing|neut|inan|||||||||||||1|1.0
1826|в|в|в|NOUN|1702.0|95.0|25.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|3.0
1827|край|край|край|NOUN|1703.0|95.0|26.0|||||accs|sing|masc|inan|||||||||||||3|1.0
1828|так|так|так|ADVB|1704.0|95.0|27.0|BADW||||||||||||||||||||9|1.0
1829|же|же|же|CONJ|1705.0|95.0|28.0|BADW||||||||||||||||||||11|1.0
1830|слаб|слабо|слабо|ADJS|1706.0|95.0|29.0|BADW|||||sing|neut|||||||||||Qual|||1|1.0
1831|влияю|влияет|влияет|VERB|1707.0|95.0|30.0||||||sing|||pres|intr||impf|3per|||indc|||||1|1.0
1832|.|.|.|PNCT|1708.0|95.0|31.0|PNCT||||||||||||||||||||157|1.0
1833|реликт|реликт|Реликт|NOUN|1709.0|96.0|1.0|||||nomn|sing|masc|inan|||||||||||||9|1.0
1834|летающий|летающий|летающий|PRTF|1710.0|96.0|2.0|||||nomn|sing|masc||pres|intr||impf|||actv||||||2|1.0
1835|и|и|и|CONJ|1711.0|96.0|3.0|BADW||||||||||||||||||||104|1.0
1836|пот|потом|потом|NOUN|1712.0|96.0|4.0|BADW|||||sing|masc|inan|||||||||||||1|1.0
1837|срабатывающий|срабатывающий|срабатывающий|PRTF|1713.0|96.0|5.0|||||nomn|sing|masc||pres|intr||impf|||actv||||||1|1.0
1838|на|на|на|INTJ|1714.0|96.0|6.0|BADW||||||||||||||||||||65|1.0
1839|разрыв|разрыв|разрыв|NOUN|1715.0|96.0|7.0|||||nomn|sing|masc|inan|||||||||||||2|1.0
1840|себя|себя|себя|NPRO|1716.0|96.0|8.0|BADW||||gent|sing|||||||||||||Anph||2|1.0
1841|.|.|.|PNCT|1717.0|96.0|9.0|PNCT||||||||||||||||||||157|1.0
1842|а|а|А|CONJ|1718.0|97.0|1.0|BADW||||||||||||||||||||36|1.0
1843|его|его|его|ADJF|1719.0|97.0|2.0|BADW||||nomn|sing|masc||||||||||Fixd|Apro|Anph||2|1.0
1844|тут|тут|тут|ADVB|1720.0|97.0|3.0|BADW||||||||||||||||||||10|1.0
1845|можно|можно|можно|PRED|1721.0|97.0|4.0|BADW||||||||||||||||||||24|1.0
1846|применить|применить|применить|INFN|1722.0|97.0|5.0||||||||||||perf|||||||||3|1.0
1847|именно|именно|именно|PRCL|1723.0|97.0|6.0|BADW||||||||||||||||||||1|1.0
1848|так|так|так|ADVB|1724.0|97.0|7.0|BADW||||||||||||||||||||9|1.0
1849|,|,|,|PNCT|1725.0|97.0|8.0|PNCT||||||||||||||||||||232|1.0
1850|есть|есть|есть|INFN|1726.0|97.0|9.0|BADW|||||||||||impf|||||||||35|1.0
1851|габарит|габариты|габариты|NOUN|1727.0|97.0|10.0|||||nomn|plur|masc|inan|||||||||||||4|1.0
1852|для|для|для|GRND|1728.0|97.0|11.0|BADW||||||||pres|tran||impf|||||||||5|1.0
1853|полёт|полётов|полётов|NOUN|1729.0|97.0|12.0|||||gent|plur|masc|inan|||||||||||||1|1.0
1854|пластина|пластин|пластин|NOUN|1730.0|97.0|13.0|||||gent|plur|femn|inan|||||||||||||2|1.0
1855|.|.|.|PNCT|1731.0|97.0|14.0|PNCT||||||||||||||||||||157|1.0
1856|броневанна|броневанна|Броневанна|NOUN|1732.0|98.0|1.0|||||nomn|sing|femn|inan||||||||||||броне|9|1.0
1857|так|так|так|ADVB|1733.0|98.0|2.0|BADW||||||||||||||||||||9|1.0
1858|же|же|же|CONJ|1734.0|98.0|3.0|BADW||||||||||||||||||||11|1.0
1859|легчаю|легчает|легчает|VERB|1735.0|98.0|4.0||||||sing|||pres|intr||impf|3per|||indc|||||1|1.0
1860|,|,|,|PNCT|1736.0|98.0|5.0|PNCT||||||||||||||||||||232|1.0
1861|а|а|а|CONJ|1737.0|98.0|6.0|BADW||||||||||||||||||||36|1.0
1862|пусть|пусть|пусть|CONJ|1738.0|98.0|7.0|BADW||||||||||||||||||||5|1.0
1863|сразу|сразу|сразу|ADVB|1739.0|98.0|8.0|BADW||||||||||||||||||||2|1.0
1864|на|на|на|INTJ|1740.0|98.0|9.0|BADW||||||||||||||||||||65|1.0
1865|15%-2,1 тонна|15% и вот 2,1 тонна|15% и вот 2,1 тонна|NUSR|1741.0|98.0|10.0|NUSR|79.0|||||||||||||||||||1|1.0
1866|15%|15%|15%|NUSR|1741.0|98.0|10.0|NUSR||79.0||||||||||||||||||4|1.0
1867|и|и|и|CONJ|1742.0|98.0|11.0|BADW||79.0||||||||||||||||||104|1.0
1868|вот|вот|вот|PRCL|1743.0|98.0|12.0|BADW||79.0||||||||||||||||||8|1.0
1869|2,1|2,1|2,1|NUSR|1744.0|98.0|13.0|NUSR||79.0||||||||||||||||||1|1.0
1870|тонна|тонна|тонна|NOUN|1745.0|98.0|14.0|||79.0||nomn|sing|femn|inan|||||||||||||18|1.0
1871|вернулся|вернулась|вернулась|VERB|1746.0|98.0|15.0||||||sing|femn||past|intr||perf||||indc|||||1|1.0
1872|.|.|.|PNCT|1747.0|98.0|16.0|PNCT||||||||||||||||||||157|1.0
1873|итого|итого|Итого|ADVB|1748.0|99.0|1.0|BADW||||||||||||||||||||2|1.0
1874|броневанна|броневанна|броневанна|NOUN|1749.0|99.0|2.0|||||nomn|sing|femn|inan||||||||||||броне|9|1.0
1875|40 мм|40 мм|40 мм|NUSR|1750.0|99.0|3.0|NUSR|80.0|||||||||||||||||||4|1.0
1876|40|40|40|NUMB|1750.0|99.0|3.0|NUMB||80.0||||||||||||||||||8|1.0
1877|мм|мм|мм|INTJ|1751.0|99.0|4.0|BADW||80.0||||||||||||||||||12|1.0
1878|,|,|,|PNCT|1752.0|99.0|5.0|PNCT||||||||||||||||||||232|1.0
1879|масса|массой|массой|NOUN|1753.0|99.0|6.0||||||sing|femn|inan|||||||||||||12|1.0
1880|11,9т|11,9т|11,9т|NUSR|1754.0|99.0|7.0|NUSR||||||||||||||||||||1|1.0
1881|.|.|.|PNCT|1755.0|99.0|8.0|PNCT||||||||||||||||||||157|1.0
1883|останется броня|остался броня|Осталось брони|2GRM|1756.0|100.0|1.0|nPNC|181.0|||||||||||||||||||3|1.0
1882|остался|осталось|Осталось|VERB|1756.0|100.0|1.0||||||sing|neut||past|intr||perf||||indc|||||4|1.0
1884|21,821т|21,821т|21,821т|NUSR|1757.0|100.0|2.0|NUSR||||||||||||||||||||1|1.0
1885|броня|брони|брони|NOUN|1758.0|100.0|3.0|SPEC||||gent|sing|femn|inan|||||||||||||27|1.0
1886|.|.|.|PNCT|1759.0|100.0|4.0|PNCT||||||||||||||||||||157|1.0
1887|покрыл|покроем|Покроем|VERB|1760.0|101.0|1.0||||||sing||||tran||perf||incl||impr|||||1|1.0
1888|антипирин|антипирином|антиптурином|NOUN|1761.0|101.0|2.0||||||sing|masc|inan|||||||||||||2|1.0
1889|50+900|от 50+900|от 50+900|NUSR|1762.0|101.0|3.0|NUSR|81.0|||||||||||||||||||5|2.0
1890|от|от|от|PREP|1762.0|101.0|3.0|BADW||81.0||||||||||||||||||19|1.0
1891|50+900|50+900|50+900|NUSR|1763.0|101.0|4.0|NUSR||81.0||||||||||||||||||5|2.0
1892|влд|влд|ВЛД|NOUN|1764.0|101.0|5.0|ABVR|||||sing||inan|||||||||Fixd|Abbr|||4|1.0
1893|и|и|и|CONJ|1765.0|101.0|6.0|BADW||||||||||||||||||||104|2.0
1894|борт|борта|борта|NOUN|1766.0|101.0|7.0|||||gent|sing|masc|inan|||||||||||||11|1.0
1895|обитаемый|обитаемые|обитаемые|ADJF|1767.0|101.0|8.0|||||accs|plur||inan||||||||||Qual|||1|1.0
1896|,|,|,|PNCT|1768.0|101.0|9.0|PNCT||||||||||||||||||||232|5.0
1897|однократно|однократно|однократно|ADVB|1769.0|101.0|10.0|BADW||||||||||||||||||||1|1.0
1898|дз|дз|ДЗ|NOUN|1770.0|101.0|11.0|SPEC|||||sing||anim||||||||||Name|||12|1.0
1899|по|по|по|NOUN|1771.0|101.0|12.0|BADW||||nomn|sing|neut|inan|||||||||Fixd|Abbr|||39|1.0
1900|нлд|нлд|НЛД|NOUN|1772.0|101.0|13.0|ABVR|||||sing||inan|||||||||Fixd|Abbr|||4|1.0
1901|,|,|,|PNCT|1773.0|101.0|14.0|PNCT||||||||||||||||||||232|5.0
1902|сверху|сверху|сверху|ADVB|1774.0|101.0|15.0|BADW||||||||||||||||||||4|1.0
1903|отступив|отступив|отступив|GRND|1775.0|101.0|16.0|||||||||past|intr||perf|||||||||1|1.0
1904|повесил|повесим|повесим|VERB|1776.0|101.0|17.0||||||sing||||tran||perf||incl||impr|||||1|1.0
1905|лист|лист|лист|NOUN|1777.0|101.0|18.0|||||accs|sing|masc|inan|||||||||||||4|1.0
1906|алюминиевый|алюминиевой|алюминиевой|ADJF|1778.0|101.0|19.0|||||gent|sing|femn||||||||||||||1|1.0
1907|броня|брони|брони|NOUN|1779.0|101.0|20.0|SPEC||||gent|sing|femn|inan|||||||||||||27|1.0
1908|ну|ну|ну|INTJ|1780.0|101.0|21.0|BADW||||||||||||||||||||5|1.0
1909|153 кг|153 кг|153 кг|NUSR|1781.0|101.0|22.0|NUSR|82.0|||||||||||||||||||1|1.0
1910|153|153|153|NUMB|1781.0|101.0|22.0|NUMB||82.0||||||||||||||||||1|1.0
1911|кг|кг|кг|NOUN|1782.0|101.0|23.0|||82.0||gent|sing|masc|inan|||||||||Fixd|Abbr|||7|1.0
1912|это|это|это|PRCL|1783.0|101.0|24.0|BADW||||||||||||||||||||55|2.0
1913|347|к тем 347|к тем 347|NUSR|1784.0|101.0|25.0|NUSR|83.0|||||||||||||||||||2|2.0
1914|к|к|к|NOUN|1784.0|101.0|25.0|BADW||83.0||nomn|sing|masc|anim|||||||||Fixd|Abbr|||5|1.0
1915|тем|тем|тем|CONJ|1785.0|101.0|26.0|BADW||83.0||||||||||||||||||3|1.0
1916|347|347|347|NUMB|1786.0|101.0|27.0|NUMB||83.0||||||||||||||||||2|2.0
1917|,|,|,|PNCT|1787.0|101.0|28.0|PNCT||||||||||||||||||||232|5.0
1918|и|и|и|CONJ|1788.0|101.0|29.0|BADW||||||||||||||||||||104|2.0
1919|необитаемый|необитаемые|необитаемые|ADJF|1789.0|101.0|30.0|||||accs|plur||inan|||||||||||||1|1.0
1920|контакт1|контакт1|Контакт1|DSNU|1790.0|101.0|31.0|DSNU||||||||||||||||||||1|1.0
1921|,|,|,|PNCT|1791.0|101.0|32.0|PNCT||||||||||||||||||||232|5.0
1922|сжав|сжав|сжав|GRND|1792.0|101.0|33.0|||||||||past|tran||perf|||||||||2|1.0
1924|нижний корпус|нижний корпус|нижний корпус|2GRM|1793.0|101.0|34.0|nPNC|184.0|||||||||||||||||||3|1.0
1923|нижний|нижний|нижний|ADJF|1793.0|101.0|34.0|||||accs|sing|masc|inan|||||||||||||7|1.0
1925|корпус|корпус|корпус|NOUN|1794.0|101.0|35.0|||||accs|sing|masc|inan|||||||||||||20|1.0
1926|,|,|,|PNCT|1795.0|101.0|36.0|PNCT||||||||||||||||||||232|5.0
1927|это|это|это|PRCL|1796.0|101.0|37.0|BADW||||||||||||||||||||55|2.0
1928|запросто|запросто|запросто|ADVB|1797.0|101.0|38.0|BADW||||||||||||||||||||1|1.0
1929|.|.|.|PNCT|1798.0|101.0|39.0|PNCT||||||||||||||||||||157|1.0
1930|выхожу|выходит|Выходит|VERB|1799.0|102.0|1.0||||||sing|||pres|intr||impf|3per|||indc|||||2|1.0
1931|антипирин|антипирина|антиптурина|NOUN|1800.0|102.0|2.0|||||gent|sing|masc|inan|||||||||||||2|1.0
1932|квадрат|квадратов|квадратов|NOUN|1801.0|102.0|3.0|||||gent|plur|masc|inan|||||||||||||7|1.0
1933|,|,|,|PNCT|1802.0|102.0|4.0|PNCT||||||||||||||||||||232|6.0
1934|6|6|6|NUMB|1803.0|102.0|5.0|NUMB||||||||||||||||||||2|1.0
1935|,|,|,|PNCT|1804.0|102.0|6.0|PNCT||||||||||||||||||||232|6.0
